Paper URL,Paper ID,Video_Presentation,bib,Supplentary,Slides_Presentation
https://www.aclweb.org/anthology/D15-1001.pdf,D15-1001,https://vimeo.com/154176502,/anthology/D15-1001.bib,,
https://www.aclweb.org/anthology/D15-1002.pdf,D15-1002,https://vimeo.com/154172093,/anthology/D15-1002.bib,,
https://www.aclweb.org/anthology/D15-1003.pdf,D15-1003,https://vimeo.com/150290364,/anthology/D15-1003.bib,,
https://www.aclweb.org/anthology/D15-1004.pdf,D15-1004,https://vimeo.com/154058516,/anthology/D15-1004.bib,,
https://www.aclweb.org/anthology/D15-1005.pdf,D15-1005,https://vimeo.com/154053492,/anthology/D15-1005.bib,,
https://www.aclweb.org/anthology/D15-1006.pdf,D15-1006,https://vimeo.com/154047801,/anthology/D15-1006.bib,,
https://www.aclweb.org/anthology/D15-1007.pdf,D15-1007,https://vimeo.com/154294445,/anthology/D15-1007.bib,,
https://www.aclweb.org/anthology/D15-1009.pdf,D15-1009,https://vimeo.com/155318732,/anthology/D15-1009.bib,,
https://www.aclweb.org/anthology/D15-1010.pdf,D15-1010,https://vimeo.com/155109026,/anthology/D15-1010.bib,,
https://www.aclweb.org/anthology/D15-1036.pdf,D15-1036,https://vimeo.com/156340833,/anthology/D15-1036.bib,,
https://www.aclweb.org/anthology/D15-1037.pdf,D15-1037,https://vimeo.com/156396541,/anthology/D15-1037.bib,,
https://www.aclweb.org/anthology/D15-1038.pdf,D15-1038,https://vimeo.com/150290360,/anthology/D15-1038.bib,,
https://www.aclweb.org/anthology/D15-1039.pdf,D15-1039,https://vimeo.com/156486643,/anthology/D15-1039.bib,,
https://www.aclweb.org/anthology/D15-1040.pdf,D15-1040,https://vimeo.com/159961053,/anthology/D15-1040.bib,,
https://www.aclweb.org/anthology/D15-1041.pdf,D15-1041,https://vimeo.com/159970767,/anthology/D15-1041.bib,,
https://www.aclweb.org/anthology/D15-1042.pdf,D15-1042,https://vimeo.com/159981337,/anthology/D15-1042.bib,,
https://www.aclweb.org/anthology/D15-1043.pdf,D15-1043,https://vimeo.com/159990111,/anthology/D15-1043.bib,,
https://www.aclweb.org/anthology/D15-1044.pdf,D15-1044,https://vimeo.com/159993537,/anthology/D15-1044.bib,,
